path,vehicle_id,detected,detection_conf,bbox_x1,bbox_y1,bbox_x2,bbox_y2,color_name,color_hex,color_share,num_plates,plates,embedding_idx
images/e9d2d94dbc32fb00.jpg,44976537,True,0.9717,112,90,605,338,blue,#191C23,0.6451,1,"[""BC3310TI""]",61
images/53d250060dbfc7b9.jpg,44976466,True,0.951,9,34,380,209,blue,#242830,0.6085,1,"[""KA8758PH""]",62
images/32a3aa7a9b93dc2d.jpg,44943480,True,0.8272,8,60,371,212,blue,#3D4450,0.8639,0,[],63
images/2c5444b62de1ea01.jpg,44977596,True,0.8174,0,25,380,250,blue,#8A9FAC,0.3592,0,[],64
images/31a87807bee5bf5a.jpg,44960616,True,0.74,42,40,380,244,blue,#252933,0.5654,1,"[""KX45CI""]",65
images/c169f4958e5db9c3.jpg,44976887,True,0.9328,44,114,706,479,blue,#6C8BAC,0.9878,1,"[""KX3592BM""]",66
images/e106e3fc21290b08.jpg,44976638,True,0.6673,0,0,74,151,green,#111612,0.3662,1,"[""AI2742IB""]",67
images/49669df423410f65.jpg,44970821,True,0.9292,23,1,338,235,gray,#81868F,0.4092,1,"[""BX2217IH""]",68
images/145b7c80c1820643.jpg,44977044,True,0.4581,19,4,346,242,blue,#7294B7,0.7114,1,"[""AX3530KI""]",69
images/c553bad468a47a55.jpg,44977359,True,0.6744,43,32,355,236,gray,#7A7481,0.2632,1,"[""BK8580ET""]",70
images/eb3c4d18001207a4.jpg,44976516,False,0.0,,,,,,,,0,[],71
images/ee948bbb1cb1ff92.jpg,44976851,False,0.0,,,,,,,,0,[],72
images/8a312e9bd662d915.jpg,44950362,True,0.6051,23,0,776,495,blue,#374462,0.6002,1,"[""AX7270PB""]",73
images/b1cdeee85299ed26.jpg,44976908,False,0.0,,,,,,,,0,[],74
images/6b39825f14be77b4.jpg,44976627,True,0.7017,26,21,363,212,blue,#566A89,0.5878,1,"[""BA535M""]",75
images/40ddf745fb431f2e.jpg,44976774,True,0.7714,44,33,800,530,blue,#43515E,0.4389,1,"[""BX0242HE""]",76
images/ae0f53f2edf67748.jpg,44976566,True,0.7726,138,1,204,34,blue,#454F59,0.3711,1,"[""AH7071OP""]",77
images/671e5848d6bc0761.jpg,44960776,True,0.9254,0,65,800,460,red,#7E1515,0.5918,1,"[""KI3196AB""]",78
images/639e1bfdcb934231.jpg,44950148,True,0.8832,0,74,243,308,blue,#42566D,0.894,1,"[""BK2484ET""]",79
images/3dbd0c2522238790.jpg,44976398,True,0.5613,38,295,423,473,blue,#243D52,0.7583,1,"[""AH0764IT""]",80
images/465ae9d971a2afc8.jpg,44950374,True,0.8446,13,105,800,600,blue,#748495,0.326,1,"[""BA2526A""]",81
images/507ee62202c7c7f1.jpg,44977314,False,0.0,,,,,,,,0,[],82
images/49b6c07fe7353ea4.jpg,44977557,True,0.8873,0,0,380,250,blue,#36414A,0.3938,0,[],83
images/eedfd4ead347666e.jpg,44976489,True,0.8222,25,122,752,573,dark_gray,#3D3E3B,0.2655,0,[],84
images/01ebe883feaff9de.jpg,44976309,True,0.4584,0,0,380,250,blue,#68799B,0.7093,0,[],85
images/d0d9acc52cdd166f.jpg,44977077,True,0.9077,0,0,380,250,blue,#5F80A8,0.267,1,"[""BA4256AP""]",86
images/ab42ebd3b5bb13be.jpg,44977171,True,0.926,44,85,380,250,blue,#2D3139,0.5187,1,"[""BX515IC""]",87
images/350c25b21b959e77.jpg,44971334,True,0.816,0,69,800,537,white,#E5EEF3,0.3192,0,[],88
images/137d7900a912b7c5.jpg,44976272,True,0.7071,0,1,380,250,blue,#35404D,0.4442,0,[],89
images/1550f47cc017351a.jpg,44977341,True,0.9371,17,39,350,231,blue,#6289B0,0.5116,1,"[""AA0230HO""]",90
images/6f30831293854966.jpg,44977270,True,0.8446,0,2,380,206,blue,#576A7F,0.3427,0,[],91
images/1d2f70062db90f1b.jpg,44977296,True,0.877,0,33,46,65,blue,#2C353D,0.4971,1,"[""BX4195HM""]",92
images/4312bcef372e753c.jpg,44975985,True,0.9325,0,46,380,220,blue,#565E6A,0.2919,0,[],93
images/7ad57ae0ec8af0a9.jpg,44940751,False,0.0,,,,,,,,1,"[""AE9387OH""]",94
images/5acc0e4137e086ed.jpg,44977568,True,0.9281,0,36,800,526,silver,#C5CACD,0.3613,1,"[""BC357OX""]",95
images/8599b46ee3dbd432.jpg,44977165,True,0.874,0,80,65,144,blue,#424A5A,0.8165,1,"[""BX7765CI""]",96
images/d4e44d1fe077f091.jpg,44950370,True,0.9422,18,189,798,517,blue,#12171E,0.4825,0,[],97
images/497b3568893f2953.jpg,44977550,False,0.0,,,,,,,,0,[],98
images/5057703db882a535.jpg,44976881,True,0.5506,0,41,800,471,gray,#9E9CA2,0.4736,0,[],99
images/42032c1d0366857d.jpg,44977236,True,0.7401,0,48,352,306,silver,#C5D1D4,0.2758,2,"[""BC1558O"", ""AE50552CO""]",100
images/eecd08880d401d79.jpg,44949848,True,0.4851,6,0,342,250,blue,#4F7196,0.9518,0,[],101
images/71152d545efd233d.jpg,44977419,True,0.9037,15,18,371,238,blue,#262D38,0.8495,1,"[""KA7886MI""]",102
images/9ba3c759c9028683.jpg,44950455,True,0.4538,0,29,380,230,red,#6F272C,0.6311,1,"[""KX3022AP""]",103
images/586479bc47ef85db.jpg,44976800,True,0.7614,20,0,323,239,blue,#3B4F5C,0.436,1,"[""KA3278CA""]",104
images/c024a126ff500508.jpg,44977192,True,0.688,15,2,376,195,blue,#202D49,0.6137,1,"[""CAIK""]",105
images/2e5fed1a8f3b6d90.jpg,44976833,True,0.9548,56,151,742,498,blue,#343B47,0.4632,1,"[""BC4339HO""]",106
images/8064429f6411f705.jpg,44976941,True,0.7859,332,44,380,126,blue,#373D4B,0.6531,1,"[""BX4455CT""]",107
images/6454528395b56d54.jpg,44976700,True,0.8278,111,183,716,549,blue,#242E3B,0.769,1,"[""BK1204YB""]",108
images/2d526aad76d96650.jpg,44977284,True,0.9398,61,116,717,425,blue,#49596D,0.4272,0,[],109
images/5a50b157238b9f04.jpg,44977522,True,0.666,4,156,775,501,orange,#655D51,0.3791,0,[],110
images/2935ee0691ef4b58.jpg,44950050,True,0.8728,0,115,380,250,blue,#1A2736,0.6259,1,"[""BA9999CM""]",111
images/1b1b7ca67b912fa4.jpg,44971308,True,0.7323,0,0,358,250,gray,#A0A19E,0.5815,0,[],112
images/3bf9c7c88278ded8.jpg,44976323,True,0.6731,45,99,752,600,silver,#D5DBDC,0.4018,1,"[""AE7000ET""]",113
images/235d3c4d77d487c4.jpg,44976681,True,0.7322,19,85,799,555,blue,#475C83,0.8515,1,"[""KA4313TC""]",114
images/9f2104459658395e.jpg,44976620,True,0.8924,248,0,380,151,dark_gray,#434749,0.4402,1,"[""AI6420E""]",115
images/c5f55e63b69750c4.jpg,44976698,True,0.7909,0,223,794,577,blue,#293447,0.5595,1,"[""BH768BM""]",116
images/faea149c4f0823e0.jpg,44976621,True,0.8544,38,54,351,237,blue,#202A34,0.4189,0,[],117
images/6a566cd98e8e03f2.jpg,44976945,True,0.9403,66,222,689,520,dark_gray,#3F4040,0.4421,0,[],118
images/ef662b35577a5dd7.jpg,44976339,True,0.9323,78,165,732,491,gray,#868982,0.3425,1,"[""AM4311MK""]",119
images/ef0af5aeb62b1487.jpg,44976718,True,0.8809,312,99,380,128,gray,#808B85,0.4426,1,"[""BX7030A""]",120
images/c8811e72346a7497.jpg,44976351,True,0.908,0,65,376,250,blue,#4B637F,0.9361,1,"[""HC00HA""]",121
images/3a9900a479e10f44.jpg,44977509,True,0.8878,263,57,365,115,white,#E5F1F6,0.283,0,[],122
images/614e43d25ac0bfa9.jpg,44945524,True,0.5902,75,17,325,236,silver,#BBBCC8,0.3234,1,"[""AT2979EM""]",123
images/f6c7632ef2f773db.jpg,44977094,True,0.4856,0,15,305,230,blue,#0C141B,0.724,0,[],124
images/0ceb1eb9f77030e2.jpg,44966194,True,0.7806,6,69,355,236,blue,#101217,0.4371,0,[],125
images/82a3a70600ba1844.jpg,44977751,True,0.9301,34,120,759,561,magenta,#772943,0.5779,1,"[""KX663XK""]",126
images/d4c74eae6799ecab.jpg,44976930,True,0.9175,5,43,380,217,blue,#89ADCB,0.4172,1,"[""CE46233EP""]",127
images/0b6f108472140769.jpg,44976360,True,0.8693,0,148,726,600,blue,#172130,0.723,1,"[""KE2403AM""]",128
images/c998c82ec97029e3.jpg,44940823,True,0.8554,121,32,709,461,red,#9F545E,0.2854,1,"[""KA9257MK""]",129
images/fff42f82bb139532.jpg,44977457,True,0.6897,58,0,795,461,blue,#37485A,0.7016,1,"[""BO4030ET""]",130
images/8267c402c65bbba6.jpg,44977521,True,0.907,73,137,781,496,blue,#27303B,0.4899,0,[],131
images/fe8e2fcbe292fff6.jpg,44976914,True,0.7242,0,39,800,600,blue,#96B8D4,0.9804,0,[],132
images/19af8e2e0aa0f2e0.jpg,44976408,True,0.5473,13,46,346,248,blue,#28385B,0.751,1,"[""AI13215K""]",133
images/91c1b747ec4feb94.jpg,44955413,True,0.836,52,163,749,586,blue,#111820,0.8285,1,"[""BT1401CT""]",134
images/9e2557fca12ccacb.jpg,44976777,True,0.9148,42,75,339,233,silver,#BDCBD0,0.4354,1,"[""AO13255IK""]",135
images/d7fbe588229210a2.jpg,44976139,True,0.6176,27,0,380,240,blue,#536277,0.5417,1,"[""AE310YA""]",136
images/1a2bc61b009325e2.jpg,44976806,True,0.888,316,66,380,148,silver,#C1C9CE,0.3582,0,[],137
images/daaefce7ed550ce7.jpg,44976670,True,0.6516,20,61,351,219,gray,#858C91,0.295,0,[],138
images/af6925675f508246.jpg,44977015,True,0.8086,8,30,379,250,blue,#2D3D55,0.8847,1,"[""H5319AO""]",139
images/9de5b7b609c38e45.jpg,44976293,True,0.5042,35,12,334,243,blue,#7E98BD,0.9882,1,"[""BO7671YA""]",140
images/48a1c5e067fab6a7.jpg,44977304,True,0.9468,67,135,746,485,gray,#858A87,0.3607,1,"[""A3290800MT""]",141
images/a8b77345487188eb.jpg,44976655,True,0.8679,69,7,761,600,gray,#94A2A9,0.4689,1,"[""BC00CB""]",142
images/18904c638dd2d810.jpg,44976710,True,0.7198,38,54,702,600,blue,#586880,0.4456,1,"[""BM9791E""]",143
images/cc94be4dc5553420.jpg,44950539,True,0.6067,9,40,378,248,blue,#43556A,0.7135,1,"[""BC8530CT""]",144
images/7af0a47ad7eb0dd6.jpg,44976907,True,0.7495,0,72,370,237,blue,#101622,0.9792,0,[],145
images/68b66a2e3320a0a3.jpg,44977288,True,0.9107,64,90,375,250,blue,#263748,0.9254,0,[],146
images/a5252970fcca0248.jpg,44976302,True,0.8995,6,134,784,535,blue,#35557F,0.61,0,[],147
images/41e7c5c5b946b13e.jpg,44971369,True,0.9413,45,36,356,211,blue,#283844,0.7296,0,[],148
images/6ca8a5275a2de77d.jpg,44976613,True,0.9017,125,123,700,501,blue,#090A0D,0.3331,1,"[""BX5053ET""]",149
images/54d9e16443d303ca.jpg,44976823,True,0.9299,9,324,778,600,dark_gray,#4F504E,0.2682,0,[],150
images/c6675bdb086851d4.jpg,44976856,True,0.9034,193,116,401,202,gray,#858E94,0.3574,1,"[""BM8732TB""]",151
images/f27da5d1cf5cc332.jpg,44976762,True,0.6757,0,32,348,236,blue,#343D46,0.2881,1,"[""BA624EX""]",152
images/4036421ac8bc06a7.jpg,44977496,True,0.8113,9,8,380,250,gray,#8B8980,0.3254,0,[],153
images/064e6e440038f17d.jpg,44976694,True,0.8508,46,21,380,218,magenta,#592838,0.355,0,[],154
images/2d1c1a166c115ac9.jpg,44977023,True,0.8146,41,196,760,561,silver,#D2D5D2,0.2494,1,"[""CE725486MA""]",155
images/bb7b0f17a1cb6405.jpg,44977178,True,0.8087,0,0,375,250,gray,#827F7C,0.4585,0,[],156
images/48196d1cc2308b99.jpg,44976743,False,0.0,,,,,,,,0,[],157
images/c67b099b2dff14dd.jpg,44955420,True,0.8483,0,11,800,600,blue,#323247,0.4781,0,[],158
images/6184da9804ed6e81.jpg,44976526,True,0.7043,11,27,365,222,gray,#6D7076,0.4456,0,[],159
images/2ec78000f8f23f60.jpg,44975978,True,0.9064,0,0,87,96,blue,#5E7893,0.4696,1,"[""BC6000M""]",160
images/fae028f5aac7ef8d.jpg,44977487,True,0.9171,85,52,380,216,blue,#435462,0.5002,1,"[""AC6765MO""]",161
images/ce818f71f8da7dcf.jpg,44976105,True,0.9147,6,92,374,235,blue,#2A323C,0.8795,0,[],162
images/8a5ffaad4d83e824.jpg,44972083,True,0.922,48,64,380,239,dark_gray,#2D2D2E,0.2911,0,[],163
images/57997cf4a9dba0f2.jpg,44976313,True,0.5245,0,0,380,250,gray,#96918C,0.2741,1,"[""AT2092IA""]",164
images/518e9654cbfc1787.jpg,44960627,True,0.7179,34,18,337,222,red,#461F22,0.2926,1,"[""AB4663KK""]",165
images/8238de5e7a985117.jpg,44950047,True,0.5582,34,99,499,325,blue,#373C4B,0.7979,1,"[""AE8513ME""]",166
images/ad1adc7efdfdbce7.jpg,44976690,True,0.7943,13,0,380,245,blue,#3A454F,0.4508,0,[],167
images/5d0870a130e6c86d.jpg,44976312,True,0.4273,0,0,379,202,blue,#4A6177,0.9088,2,"[""AT6367IH"", ""AX05HM""]",168
images/5343de06063d9697.jpg,44976965,True,0.6415,32,40,341,220,blue,#282E37,0.2906,1,"[""CA45CX""]",169
images/a8b8de17ec486715.jpg,44976800,True,0.904,39,42,296,225,blue,#24394A,0.4552,1,"[""KA3278CA""]",170
images/c42fc43a8ce33c38.jpg,44977706,True,0.9056,2,10,374,250,yellow,#444133,0.2325,1,"[""KE3539BE""]",171
images/e5e16aa3804acaaa.jpg,44977611,True,0.9341,86,216,702,517,blue,#0E131B,0.3734,1,"[""BE637CA""]",172
images/88f79c1b0a6e93e0.jpg,44976992,True,0.8385,54,58,336,250,blue,#3B4C62,0.5309,0,[],173
images/155b82810ac95d1a.jpg,44964809,True,0.3224,0,0,380,250,blue,#1B2B40,0.8304,0,[],174
images/f111429562ea6d45.jpg,44954259,True,0.8814,0,160,160,264,blue,#627281,0.9138,1,"[""KA5068KT""]",175
images/1318b0949e48b086.jpg,44976363,True,0.5406,20,110,376,250,blue,#4666AD,0.7083,1,"[""KA3567OX""]",176
images/27d38c243195179d.jpg,44977606,True,0.4772,0,84,250,330,blue,#12181E,0.4201,0,[],177
images/dceede8c18070e33.jpg,44977447,True,0.5207,15,22,100,77,blue,#101218,0.3001,0,[],178
images/4960c8b05ee705fa.jpg,44977207,True,0.3809,22,0,352,250,blue,#3B4A60,0.6844,1,"[""AX7961OX""]",179
images/615b42d59655824e.jpg,44977238,True,0.7539,84,80,298,249,blue,#394357,0.641,1,"[""BC5862KC""]",180
images/057d9e0800b41dcc.jpg,44976854,True,0.6835,75,363,629,600,blue,#162845,0.9994,0,[],181
images/601d31e24f7401d4.jpg,44976974,True,0.9092,0,136,756,600,blue,#637383,0.3793,1,"[""AC6191CK""]",182
images/98de87d60f8f57e2.jpg,44977331,True,0.8747,516,62,633,108,blue,#0F131A,0.7079,1,"[""AX7292IP""]",183
images/4361fc1a8b9fb6bd.jpg,44976391,True,0.8664,89,45,336,208,gray,#82817E,0.2631,1,"[""BX745HI""]",184
images/29e52912a765a369.jpg,44976763,True,0.7496,7,86,60,110,blue,#1C2330,0.6014,0,[],185
images/86db9092fbe4d186.jpg,44977634,True,0.9399,26,33,337,217,blue,#0E1721,0.3988,1,"[""KE4526AK""]",186
images/1f673f1f29faac3d.jpg,44976739,True,0.8127,0,90,131,351,blue,#6D7D8B,0.405,1,"[""CE7579HA""]",187
images/aa1022c5c82e3f7b.jpg,44955409,True,0.6541,124,242,697,590,blue,#4B5663,0.3929,1,"[""BK68004006AE""]",188
images/f0200fee6e6fa6b1.jpg,44977721,True,0.9333,27,44,352,237,gray,#82858C,0.3172,1,"[""BC40EX""]",189
images/06d7cf91ef38fe51.jpg,44977712,True,0.7964,0,117,783,581,blue,#4A5262,0.3954,1,"[""BX53KH""]",190
images/b4c7ee7746f31802.jpg,44953366,True,0.7818,4,0,355,250,blue,#627C95,0.5432,1,"[""AX5370MI""]",191
images/f69f7958b2a6dd3e.jpg,44976284,True,0.8427,602,98,707,144,gray,#8B8480,0.3951,1,"[""AA6337EM""]",192
images/565fa4f886da720f.jpg,44976470,True,0.8983,66,39,277,212,blue,#495564,0.8752,1,"[""KA7807AP""]",193
images/0d9a20bb6c0fb64d.jpg,44977460,True,0.8535,6,64,380,250,blue,#385471,0.65,1,"[""KA1007TE""]",194
images/30b53cf2b9b2fac2.jpg,44977164,True,0.8205,52,0,800,600,silver,#C3CDD9,0.3782,0,[],195
images/3ee14077946caa79.jpg,44976793,True,0.7929,33,46,337,227,gray,#818586,0.2674,1,"[""BK0903IE""]",196
images/038a0947989e500a.jpg,44977007,True,0.9075,66,30,306,188,blue,#466377,0.6681,1,"[""BK4611IO""]",197
images/f28ecefb671738d5.jpg,44970297,True,0.6289,46,0,332,243,blue,#647786,0.8086,1,"[""BE6296HA""]",198
images/48fcb0247d84a927.jpg,44966280,True,0.9196,183,125,695,462,blue,#3B516F,0.5846,1,"[""KM9009KM""]",199
images/ecdadb2cb233ec43.jpg,44950506,True,0.5834,27,0,348,250,orange,#A89986,0.7523,1,"[""BH8388BH""]",200
images/a03fdfe3a11b17a8.jpg,44976459,True,0.9364,0,31,372,229,blue,#21292F,0.6273,0,[],201
images/0db80cf89eac9cb9.jpg,44976331,True,0.8412,0,4,380,125,blue,#11131F,0.7965,0,[],202
images/bbef533c6bc1c195.jpg,44976838,True,0.7656,20,16,367,235,blue,#41566A,0.3385,1,"[""BC6631PX""]",203
images/c5e63a67b877521f.jpg,44976244,True,0.6894,0,91,36,111,dark_gray,#50514F,0.5,1,"[""KA4712IB""]",204
images/4089bfbda1a17cb8.jpg,44977248,True,0.5959,31,55,380,250,blue,#28374E,0.7932,1,"[""AT1401YB""]",205
images/e3bb4945a935b618.jpg,44977472,False,0.0,,,,,,,,0,[],206
images/34b4fcfc23b12246.jpg,44977251,True,0.9522,140,172,633,494,gray,#889896,0.422,1,"[""AX1135MO""]",207
images/3f50112a14ee3fbf.jpg,44954254,True,0.9068,309,56,380,148,magenta,#441E2C,0.5983,1,"[""BO869868CI""]",208
images/e62f9bb9a2e8d753.jpg,44977178,True,0.9017,0,0,380,231,gray,#837E7A,0.4396,0,[],209
images/1dc65ce964fabc0a.jpg,44977268,True,0.798,0,97,39,154,blue,#0C0F18,0.9322,1,"[""AT0992IA""]",210
images/f23a9e6dc561ca50.jpg,44950062,True,0.8858,21,35,330,210,blue,#0C1115,0.3263,0,[],211
images/6446c9a429658d14.jpg,44976441,True,0.9501,64,41,380,239,blue,#6B87A5,0.7428,1,"[""AO5216HT""]",212
images/1278cb2c1ada295a.jpg,44976147,True,0.9368,0,76,800,600,silver,#B7BECF,0.286,1,"[""AP2544IM""]",213
images/572f059b825950ff.jpg,44950371,True,0.6345,0,11,380,250,blue,#223D70,0.9337,0,[],214
images/e05a8042eb8d978e.jpg,44945507,True,0.6217,0,55,380,242,blue,#25292F,0.3547,1,"[""KT7191IE""]",215
images/3d879a2a54ffca17.jpg,44976844,True,0.8844,106,126,276,250,blue,#111926,0.9807,1,"[""BI0400MK""]",216
images/8ee53027c5ac6ce3.jpg,44976649,True,0.8693,285,41,380,110,silver,#B7C3CB,0.4339,0,[],217
images/47269befff34ab9f.jpg,44950122,True,0.8965,0,8,380,245,blue,#13213F,0.7444,1,"[""BX363OT""]",218
images/bce0f2d7785539e8.jpg,44945501,True,0.8986,3,73,374,250,blue,#2C3B4A,0.3758,1,"[""BA5553MI""]",219
images/ec8e0a7593d1ce30.jpg,44976728,True,0.7161,3,15,115,76,blue,#57708C,0.6944,0,[],220
images/5c7e38c90d31dfc8.jpg,44960622,True,0.8198,85,153,734,600,blue,#4B505C,0.4281,1,"[""BA2988C""]",221
images/9e80ce0e51a3a7ef.jpg,44977181,True,0.502,62,70,298,250,blue,#314869,0.9754,1,"[""AE0928OP""]",222
